Student_ID,Gender,Age,Department,Year,Attendance,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Semester,Academic_Year,GPA
141043,Male,18,Electronics,1st Year,93,94,88,43,44,Semester 1,2023-2024,2.49
141044,Female,22,Civil,4th Year,61,76,53,98,51,Semester 1,2022-2023,2.68
141045,Male,24,Business,1st Year,73,81,71,79,75,Semester 1,2023-2024,3.04
141046,Male,22,Business,2nd Year,81,97,92,84,57,Semester 2,2023-2024,3.14
141047,Male,23,Electronics,2nd Year,71,85,68,71,69,Semester 1,2022-2023,2.87
141048,Male,24,Electronics,4th Year,58,88,91,60,66,Semester 1,2024-2025,2.96
141049,Male,18,Mechanical,4th Year,81,52,69,87,99,Semester 2,2024-2025,3.26
141050,Female,19,Mechanical,4th Year,67,77,63,41,50,Semester 2,2022-2023,2.2
141051,Male,24,Computer Science,2nd Year,72,74,98,52,88,Semester 1,2025-2026,3.18
141052,Male,20,Information Technology,2nd Year,87,98,68,59,71,Semester 2,2024-2025,2.85
141053,Female,20,Civil,2nd Year,65,45,63,96,69,Semester 1,2023-2024,2.83
141054,Male,22,Information Technology,4th Year,77,59,71,63,47,Semester 1,2023-2024,2.35
141055,Male,20,Civil,2nd Year,65,98,99,56,64,Semester 2,2024-2025,3.03
141056,Female,22,Computer Science,2nd Year,100,89,88,78,53,Semester 2,2023-2024,2.94
141057,Female,23,Computer Science,4th Year,52,86,70,59,57,Semester 1,2022-2023,2.6
141058,Female,21,Civil,1st Year,51,62,65,43,73,Semester 1,2023-2024,2.47
141059,Female,23,Electronics,4th Year,87,50,98,62,41,Semester 2,2024-2025,2.47
141060,Female,19,Mechanical,2nd Year,77,43,64,55,92,Semester 2,2023-2024,2.74
141061,Male,20,Civil,1st Year,95,100,45,70,83,Semester 2,2022-2023,2.91
141062,Male,19,Electronics,4th Year,87,88,98,67,51,Semester 2,2025-2026,2.89
141063,Male,21,Civil,4th Year,55,53,62,83,40,Semester 2,2025-2026,2.33
141064,Female,18,Civil,3rd Year,97,100,86,82,97,Semester 1,2025-2026,3.64
141065,Female,18,Business,2nd Year,69,95,41,45,69,Semester 2,2025-2026,2.4
141066,Female,18,Civil,2nd Year,79,40,42,79,69,Semester 2,2024-2025,2.42
141067,Female,22,Civil,3rd Year,81,85,88,64,51,Semester 2,2022-2023,2.74
141068,Female,22,Civil,3rd Year,55,69,96,58,41,Semester 2,2023-2024,2.53
141069,Female,18,Electronics,3rd Year,97,97,59,61,81,Semester 1,2025-2026,2.92
141070,Male,21,Computer Science,3rd Year,86,81,74,90,83,Semester 2,2022-2023,3.29
141071,Female,23,Business,3rd Year,74,56,81,87,56,Semester 2,2023-2024,2.8
141072,Male,24,Mechanical,1st Year,58,59,46,65,62,Semester 2,2024-2025,2.33
141073,Male,22,Mechanical,3rd Year,93,75,96,90,82,Semester 1,2024-2025,3.46
141074,Male,23,Electronics,4th Year,60,96,92,78,66,Semester 2,2024-2025,3.2
141075,Female,23,Electronics,3rd Year,87,54,68,65,66,Semester 1,2024-2025,2.58
141076,Female,18,Civil,2nd Year,71,58,96,90,65,Semester 2,2025-2026,3.12
141077,Female,19,Computer Science,4th Year,97,91,80,87,90,Semester 2,2024-2025,3.48
141078,Female,18,Business,4th Year,82,91,84,43,94,Semester 1,2022-2023,3.13
141079,Female,24,Computer Science,4th Year,96,72,85,94,45,Semester 2,2022-2023,2.85
141080,Male,18,Information Technology,1st Year,79,48,89,40,50,Semester 2,2022-2023,2.28
141081,Male,24,Computer Science,1st Year,73,40,76,72,65,Semester 1,2022-2023,2.63
141082,Female,19,Civil,3rd Year,65,74,82,78,72,Semester 1,2025-2026,3.05
141083,Male,23,Information Technology,4th Year,60,54,43,63,45,Semester 2,2025-2026,2.01
141084,Male,22,Electronics,1st Year,56,75,69,68,99,Semester 2,2022-2023,3.21
141085,Female,23,Civil,4th Year,97,78,78,72,76,Semester 2,2022-2023,3.03
141086,Male,19,Business,2nd Year,58,97,43,71,91,Semester 2,2022-2023,3.0
141087,Male,24,Business,4th Year,66,64,87,56,95,Semester 2,2023-2024,3.14
141088,Female,22,Business,3rd Year,98,61,62,41,59,Semester 2,2023-2024,2.22
141089,Male,21,Information Technology,2nd Year,61,79,72,71,91,Semester 2,2022-2023,3.18
141090,Female,22,Civil,4th Year,75,95,55,67,70,Semester 1,2025-2026,2.77
141091,Female,24,Electronics,3rd Year,58,88,100,52,53,Semester 2,2024-2025,2.79
141092,Female,24,Information Technology,3rd Year,53,47,47,84,94,Semester 1,2024-2025,2.91
141093,Male,20,Civil,1st Year,90,45,64,73,96,Semester 1,2023-2024,2.98
141094,Male,22,Mechanical,2nd Year,64,100,78,54,90,Semester 2,2025-2026,3.18
141095,Male,20,Electronics,1st Year,73,85,52,63,46,Semester 1,2024-2025,2.3
141096,Female,22,Information Technology,1st Year,97,59,87,80,83,Semester 1,2022-2023,3.19
141097,Male,24,Mechanical,3rd Year,54,90,82,95,59,Semester 1,2024-2025,3.14
141098,Male,19,Mechanical,4th Year,76,49,53,44,53,Semester 2,2022-2023,2.01
141099,Female,22,Information Technology,4th Year,63,92,78,74,56,Semester 2,2023-2024,2.86
141100,Female,18,Computer Science,2nd Year,78,61,53,62,72,Semester 1,2025-2026,2.52
141101,Female,22,Computer Science,2nd Year,60,52,89,75,98,Semester 2,2025-2026,3.32
141102,Male,19,Civil,2nd Year,86,48,54,92,70,Semester 2,2022-2023,2.73
141103,Female,19,Information Technology,1st Year,79,88,78,85,67,Semester 1,2023-2024,3.1
141104,Male,22,Information Technology,4th Year,66,75,42,40,52,Semester 1,2022-2023,2.0
141105,Female,24,Mechanical,2nd Year,99,65,83,40,59,Semester 2,2025-2026,2.45
141106,Female,22,Mechanical,4th Year,92,83,100,64,53,Semester 1,2022-2023,2.88
141107,Female,22,Business,4th Year,67,84,50,78,44,Semester 2,2025-2026,2.4
141108,Female,23,Mechanical,2nd Year,82,48,100,57,77,Semester 2,2022-2023,2.94
141109,Male,23,Electronics,3rd Year,83,55,100,72,83,Semester 2,2025-2026,3.21
141110,Male,21,Computer Science,2nd Year,74,85,65,47,100,Semester 2,2025-2026,3.03
141111,Male,24,Civil,4th Year,92,98,68,73,94,Semester 2,2023-2024,3.31
141112,Female,20,Civil,4th Year,51,60,45,67,80,Semester 1,2025-2026,2.6
141113,Male,22,Information Technology,2nd Year,73,68,85,86,41,Semester 2,2025-2026,2.69
141114,Female,22,Mechanical,3rd Year,94,81,40,63,68,Semester 1,2023-2024,2.47
141115,Female,20,Information Technology,4th Year,55,53,71,69,72,Semester 2,2024-2025,2.73
141116,Male,18,Computer Science,4th Year,88,89,94,61,88,Semester 1,2025-2026,3.32
141117,Female,21,Electronics,3rd Year,85,55,99,71,83,Semester 1,2022-2023,3.19
141118,Female,21,Computer Science,2nd Year,52,50,60,40,86,Semester 1,2025-2026,2.5
141119,Male,18,Information Technology,3rd Year,56,62,83,46,78,Semester 2,2023-2024,2.75
141120,Male,20,Mechanical,4th Year,71,53,80,42,100,Semester 2,2024-2025,2.94
141121,Female,24,Information Technology,2nd Year,79,46,65,85,86,Semester 2,2025-2026,2.98
141122,Male,20,Mechanical,1st Year,61,51,76,95,60,Semester 2,2022-2023,2.86
141123,Female,19,Mechanical,1st Year,94,69,73,71,68,Semester 1,2023-2024,2.81
141124,Male,20,Business,3rd Year,82,87,99,81,95,Semester 2,2023-2024,3.65
141125,Female,23,Information Technology,3rd Year,58,58,47,93,83,Semester 2,2024-2025,2.91
141126,Female,24,Electronics,3rd Year,76,46,84,91,88,Semester 2,2022-2023,3.26
141127,Female,21,Business,3rd Year,55,70,90,83,47,Semester 2,2022-2023,2.81
141128,Male,24,Information Technology,2nd Year,70,59,96,79,53,Semester 1,2023-2024,2.85
141129,Male,23,Computer Science,2nd Year,92,96,47,47,99,Semester 1,2024-2025,2.9
141130,Female,19,Computer Science,4th Year,90,62,95,93,50,Semester 1,2024-2025,2.95
141131,Male,22,Civil,4th Year,65,69,71,63,70,Semester 2,2024-2025,2.73
141132,Male,22,Computer Science,4th Year,95,48,98,95,41,Semester 2,2022-2023,2.79
141133,Male,22,Business,4th Year,94,86,65,66,86,Semester 1,2023-2024,3.03
141134,Female,19,Computer Science,2nd Year,91,77,72,50,66,Semester 1,2025-2026,2.61
141135,Male,21,Information Technology,3rd Year,69,82,73,66,45,Semester 1,2023-2024,2.51
141136,Male,20,Information Technology,4th Year,52,95,88,65,62,Semester 2,2024-2025,2.97
141137,Male,19,Electronics,1st Year,65,86,82,95,97,Semester 2,2023-2024,3.64
141138,Female,24,Computer Science,2nd Year,89,63,71,49,82,Semester 2,2024-2025,2.73
141139,Female,21,Electronics,1st Year,61,82,77,58,65,Semester 1,2025-2026,2.75
141140,Female,24,Electronics,2nd Year,67,43,42,83,100,Semester 2,2025-2026,2.91
141141,Male,20,Computer Science,2nd Year,74,45,68,72,69,Semester 1,2025-2026,2.64
141142,Female,18,Information Technology,3rd Year,86,84,55,91,100,Semester 1,2023-2024,3.36
141143,Male,21,Mechanical,3rd Year,67,64,49,60,75,Semester 2,2024-2025,2.52
141144,Male,23,Mechanical,4th Year,73,52,76,68,81,Semester 2,2025-2026,2.89
141145,Female,23,Mechanical,4th Year,69,61,85,95,80,Semester 1,2024-2025,3.29
141146,Male,18,Electronics,1st Year,79,76,66,47,50,Semester 2,2025-2026,2.29
141147,Female,24,Mechanical,1st Year,75,81,70,56,88,Semester 1,2022-2023,2.98
141148,Male,22,Business,4th Year,65,88,56,79,93,Semester 2,2024-2025,3.18
141149,Male,24,Civil,4th Year,73,90,64,77,58,Semester 1,2022-2023,2.76
141150,Male,22,Civil,3rd Year,50,97,61,49,71,Semester 1,2024-2025,2.68
141151,Male,21,Business,4th Year,88,48,86,95,41,Semester 2,2022-2023,2.67
141152,Male,23,Electronics,3rd Year,89,64,93,41,87,Semester 2,2024-2025,2.94
141153,Female,18,Information Technology,4th Year,59,77,96,99,41,Semester 2,2022-2023,2.99
141154,Female,19,Computer Science,1st Year,99,47,89,87,100,Semester 2,2024-2025,3.44
141155,Female,20,Electronics,3rd Year,84,63,52,52,77,Semester 2,2022-2023,2.5
141156,Female,22,Mechanical,2nd Year,86,58,99,83,83,Semester 1,2025-2026,3.33
141157,Male,22,Computer Science,4th Year,62,53,85,98,84,Semester 2,2022-2023,3.32
141158,Male,22,Business,2nd Year,92,46,90,68,85,Semester 1,2025-2026,3.05
141159,Female,22,Information Technology,3rd Year,54,58,70,97,63,Semester 1,2022-2023,2.9
141160,Female,23,Mechanical,3rd Year,97,46,71,83,42,Semester 1,2025-2026,2.4
141161,Male,21,Business,1st Year,74,53,78,95,60,Semester 1,2023-2024,2.89
141162,Female,23,Civil,4th Year,85,92,46,87,68,Semester 2,2024-2025,2.83
141163,Male,21,Civil,3rd Year,57,83,48,81,87,Semester 2,2022-2023,3.01
141164,Male,18,Electronics,3rd Year,88,64,77,67,72,Semester 2,2022-2023,2.83
141165,Female,19,Information Technology,4th Year,63,94,59,67,92,Semester 1,2023-2024,3.11
141166,Male,18,Electronics,4th Year,94,54,71,87,71,Semester 1,2022-2023,2.9
141167,Male,23,Business,2nd Year,53,94,95,69,72,Semester 1,2022-2023,3.21
141168,Female,23,Information Technology,3rd Year,93,65,85,83,81,Semester 2,2023-2024,3.2
141169,Female,19,Electronics,3rd Year,88,80,79,71,93,Semester 1,2025-2026,3.28
141170,Male,21,Computer Science,2nd Year,62,86,72,92,60,Semester 1,2023-2024,3.0
141171,Female,22,Electronics,3rd Year,51,73,87,43,74,Semester 2,2024-2025,2.77
141172,Male,18,Computer Science,1st Year,64,73,54,65,88,Semester 1,2025-2026,2.86
141173,Female,19,Information Technology,3rd Year,66,82,99,72,94,Semester 2,2022-2023,3.52
141174,Male,20,Computer Science,1st Year,76,47,85,47,50,Semester 2,2025-2026,2.3
141175,Male,19,Computer Science,2nd Year,88,42,69,71,50,Semester 1,2023-2024,2.35
141176,Male,18,Electronics,2nd Year,66,42,55,51,61,Semester 2,2024-2025,2.17
141177,Male,24,Computer Science,4th Year,50,55,77,89,42,Semester 1,2023-2024,2.58
141178,Male,21,Mechanical,4th Year,55,76,75,64,73,Semester 1,2024-2025,2.87
141179,Male,22,Mechanical,2nd Year,71,48,98,51,56,Semester 1,2022-2023,2.56
141180,Male,20,Information Technology,4th Year,52,99,93,54,54,Semester 2,2024-2025,2.82
141181,Male,24,Mechanical,3rd Year,69,49,55,52,44,Semester 2,2025-2026,1.98
141182,Male,18,Electronics,2nd Year,68,40,43,82,70,Semester 2,2024-2025,2.47
141183,Female,21,Computer Science,3rd Year,91,82,81,85,93,Semester 2,2025-2026,3.45
141184,Male,19,Computer Science,1st Year,66,52,88,100,83,Semester 2,2024-2025,3.35
141185,Female,21,Information Technology,3rd Year,53,60,95,64,80,Semester 2,2023-2024,3.07
141186,Female,21,Computer Science,4th Year,85,80,82,52,99,Semester 1,2025-2026,3.21
141187,Female,22,Computer Science,3rd Year,57,74,65,84,71,Semester 1,2024-2025,2.93
141188,Male,18,Computer Science,3rd Year,95,93,91,59,100,Semester 2,2022-2023,3.46
141189,Male,23,Information Technology,2nd Year,97,78,46,60,74,Semester 2,2022-2023,2.56
141190,Female,21,Mechanical,3rd Year,52,93,82,46,78,Semester 2,2024-2025,2.93
141191,Male,19,Business,3rd Year,69,42,41,70,91,Semester 1,2022-2023,2.64
141192,Male,24,Mechanical,2nd Year,78,64,58,47,41,Semester 1,2022-2023,2.01
141193,Male,24,Civil,4th Year,56,46,45,59,52,Semester 1,2022-2023,2.04
141194,Male,19,Electronics,1st Year,65,44,95,69,89,Semester 1,2022-2023,3.15
141195,Male,22,Civil,1st Year,100,92,92,67,80,Semester 2,2024-2025,3.26
141196,Male,21,Information Technology,4th Year,60,47,50,60,59,Semester 1,2022-2023,2.21
141197,Female,19,Information Technology,3rd Year,91,62,45,99,63,Semester 2,2025-2026,2.69
141198,Female,23,Business,4th Year,56,85,49,90,51,Semester 1,2025-2026,2.61
141199,Female,19,Mechanical,4th Year,58,93,77,45,73,Semester 1,2023-2024,2.8
141200,Female,22,Business,1st Year,75,78,40,72,88,Semester 2,2025-2026,2.82
141201,Female,21,Business,1st Year,82,69,83,91,40,Semester 2,2024-2025,2.71
141202,Male,22,Computer Science,3rd Year,97,75,72,99,62,Semester 1,2023-2024,3.03
141203,Male,24,Civil,4th Year,67,48,61,95,63,Semester 1,2022-2023,2.73
141204,Male,21,Information Technology,1st Year,57,85,63,60,64,Semester 2,2022-2023,2.64
141205,Female,19,Electronics,1st Year,74,41,89,69,62,Semester 1,2022-2023,2.69
141206,Female,23,Civil,2nd Year,78,57,68,99,97,Semester 1,2024-2025,3.37
141207,Male,18,Electronics,2nd Year,87,64,54,55,59,Semester 2,2023-2024,2.3
141208,Female,19,Business,3rd Year,85,52,84,60,86,Semester 2,2023-2024,2.96
141209,Male,18,Electronics,4th Year,74,61,84,40,100,Semester 2,2024-2025,3.01
141210,Male,21,Mechanical,2nd Year,56,49,88,89,42,Semester 2,2025-2026,2.65
141211,Male,21,Mechanical,3rd Year,100,83,98,44,55,Semester 2,2022-2023,2.69
141212,Female,20,Electronics,1st Year,68,92,86,74,83,Semester 2,2025-2026,3.31
141213,Female,21,Civil,1st Year,58,41,78,90,56,Semester 2,2022-2023,2.71
141214,Male,24,Mechanical,2nd Year,64,45,42,89,94,Semester 2,2023-2024,2.9
141215,Male,21,Civil,2nd Year,56,83,66,53,90,Semester 1,2025-2026,2.95
141216,Female,20,Mechanical,4th Year,61,61,47,46,46,Semester 2,2025-2026,1.94
141217,Female,18,Computer Science,1st Year,62,87,98,63,61,Semester 2,2025-2026,2.99
141218,Female,21,Information Technology,1st Year,68,87,94,47,46,Semester 2,2025-2026,2.58
141219,Female,22,Computer Science,1st Year,87,49,69,86,88,Semester 1,2025-2026,3.08
141220,Male,21,Computer Science,1st Year,94,44,68,63,87,Semester 2,2022-2023,2.79
141221,Male,21,Information Technology,1st Year,92,51,77,48,76,Semester 2,2024-2025,2.62
141222,Female,19,Mechanical,4th Year,82,61,71,87,63,Semester 2,2024-2025,2.83
141223,Female,21,Mechanical,4th Year,88,73,42,82,47,Semester 1,2022-2023,2.34
141224,Female,24,Computer Science,3rd Year,69,69,59,75,99,Semester 1,2023-2024,3.14
141225,Female,21,Mechanical,1st Year,89,87,92,89,48,Semester 2,2024-2025,3.0
141226,Male,22,Electronics,2nd Year,51,98,88,92,40,Semester 2,2022-2023,2.95
141227,Female,20,Electronics,1st Year,89,58,48,72,48,Semester 1,2024-2025,2.22
141228,Female,20,Mechanical,2nd Year,95,84,81,54,95,Semester 2,2024-2025,3.18
141229,Male,20,Electronics,4th Year,62,84,62,79,65,Semester 1,2022-2023,2.82
141230,Female,19,Information Technology,4th Year,88,62,46,88,67,Semester 1,2023-2024,2.65
141231,Male,21,Computer Science,3rd Year,82,83,81,55,88,Semester 2,2025-2026,3.09
141232,Male,18,Mechanical,2nd Year,86,54,91,62,74,Semester 1,2022-2023,2.89
141233,Male,18,Business,3rd Year,59,56,64,41,75,Semester 2,2024-2025,2.44
141234,Female,22,Computer Science,3rd Year,73,49,63,84,94,Semester 2,2022-2023,3.08
141235,Male,19,Information Technology,4th Year,98,80,64,68,82,Semester 2,2023-2024,2.95
141236,Female,23,Computer Science,3rd Year,91,74,71,57,84,Semester 2,2023-2024,2.9
141237,Female,19,Mechanical,1st Year,92,89,93,76,94,Semester 1,2024-2025,3.54
141238,Male,21,Information Technology,1st Year,75,58,67,79,63,Semester 2,2023-2024,2.69
141239,Male,23,Business,1st Year,80,71,51,68,70,Semester 2,2024-2025,2.6
141240,Male,18,Information Technology,1st Year,60,73,93,96,74,Semester 2,2024-2025,3.36
141241,Female,19,Electronics,3rd Year,62,83,83,87,89,Semester 1,2025-2026,3.44
141242,Female,22,Mechanical,1st Year,86,55,80,78,58,Semester 2,2022-2023,2.72
141243,Male,24,Information Technology,3rd Year,91,48,46,75,70,Semester 1,2022-2023,2.48
141244,Female,18,Information Technology,2nd Year,63,44,99,83,55,Semester 2,2024-2025,2.85
141245,Male,24,Business,1st Year,71,59,60,80,60,Semester 1,2024-2025,2.59
141246,Female,19,Business,2nd Year,54,49,43,83,62,Semester 2,2024-2025,2.42
141247,Female,21,Computer Science,3rd Year,84,55,42,78,88,Semester 1,2025-2026,2.76
141248,Female,21,Electronics,1st Year,99,74,69,81,46,Semester 1,2022-2023,2.59
141249,Female,24,Computer Science,1st Year,92,64,65,83,85,Semester 1,2025-2026,3.05
141250,Male,23,Information Technology,2nd Year,86,64,48,89,79,Semester 2,2025-2026,2.86
141251,Male,21,Information Technology,3rd Year,91,74,80,56,58,Semester 1,2023-2024,2.62
141252,Male,21,Computer Science,3rd Year,59,99,44,84,83,Semester 2,2023-2024,3.04
141253,Female,18,Computer Science,3rd Year,91,83,45,40,54,Semester 2,2022-2023,2.1
141254,Female,18,Information Technology,2nd Year,92,92,62,68,81,Semester 1,2022-2023,2.99
141255,Male,19,Information Technology,2nd Year,77,70,83,74,86,Semester 1,2025-2026,3.19
141256,Male,22,Electronics,3rd Year,90,79,49,78,66,Semester 2,2025-2026,2.67
141257,Male,24,Information Technology,1st Year,74,96,98,83,97,Semester 1,2023-2024,3.74
141258,Female,20,Business,1st Year,62,94,40,46,92,Semester 1,2025-2026,2.71
141259,Male,20,Information Technology,3rd Year,76,53,40,86,66,Semester 1,2022-2023,2.5
141260,Male,21,Mechanical,2nd Year,90,87,67,40,95,Semester 2,2024-2025,2.92
141261,Male,19,Civil,3rd Year,62,68,42,44,41,Semester 2,2023-2024,1.84
141262,Male,20,Civil,2nd Year,81,94,82,44,60,Semester 2,2023-2024,2.66
141263,Male,20,Information Technology,3rd Year,77,81,83,97,52,Semester 2,2025-2026,3.01
141264,Male,20,Electronics,4th Year,76,42,40,46,94,Semester 2,2025-2026,2.43
141265,Male,20,Mechanical,3rd Year,63,44,58,45,46,Semester 2,2022-2023,1.94
141266,Male,24,Information Technology,3rd Year,92,76,63,70,74,Semester 2,2023-2024,2.82
141267,Male,24,Mechanical,4th Year,77,84,55,61,47,Semester 2,2024-2025,2.32
141268,Female,23,Computer Science,1st Year,58,47,51,58,92,Semester 1,2023-2024,2.66
141269,Male,20,Electronics,1st Year,53,89,63,48,44,Semester 2,2023-2024,2.26
141270,Male,23,Civil,2nd Year,50,71,97,89,87,Semester 2,2024-2025,3.5
141271,Male,23,Mechanical,4th Year,82,94,98,83,69,Semester 2,2023-2024,3.34
141272,Female,19,Business,2nd Year,93,89,56,50,55,Semester 1,2024-2025,2.36
141273,Female,20,Business,2nd Year,75,86,74,60,80,Semester 2,2023-2024,2.98
141274,Male,20,Information Technology,1st Year,50,49,57,42,50,Semester 2,2025-2026,1.98
141275,Female,23,Computer Science,1st Year,54,69,51,98,76,Semester 1,2023-2024,2.97
141276,Female,19,Electronics,1st Year,94,53,53,64,61,Semester 1,2022-2023,2.34
141277,Male,24,Business,4th Year,94,60,98,66,88,Semester 2,2023-2024,3.23
141278,Female,18,Mechanical,2nd Year,79,75,89,65,53,Semester 2,2025-2026,2.73
141279,Female,18,Computer Science,1st Year,85,82,41,82,73,Semester 1,2024-2025,2.74
141280,Male,18,Business,2nd Year,95,77,81,89,98,Semester 2,2025-2026,3.53
141281,Male,20,Mechanical,1st Year,74,98,66,95,76,Semester 2,2023-2024,3.26
141282,Female,19,Mechanical,3rd Year,98,45,92,41,96,Semester 2,2022-2023,2.94
141283,Male,18,Mechanical,3rd Year,85,41,75,88,55,Semester 2,2024-2025,2.65
141284,Male,21,Electronics,3rd Year,79,80,47,93,70,Semester 2,2024-2025,2.86
141285,Male,21,Electronics,3rd Year,79,88,41,78,81,Semester 1,2025-2026,2.85
141286,Female,19,Civil,2nd Year,91,44,87,48,74,Semester 2,2022-2023,2.65
141287,Male,20,Mechanical,2nd Year,93,52,67,80,98,Semester 2,2024-2025,3.15
141288,Female,23,Computer Science,4th Year,80,74,45,67,91,Semester 2,2025-2026,2.84
141289,Female,18,Business,1st Year,88,53,81,62,71,Semester 1,2024-2025,2.74
141290,Male,20,Information Technology,1st Year,51,66,93,77,91,Semester 2,2022-2023,3.37
141291,Female,23,Mechanical,2nd Year,81,85,69,47,100,Semester 2,2022-2023,3.07
141292,Male,24,Civil,4th Year,59,78,63,63,62,Semester 2,2024-2025,2.6
141293,Male,18,Business,4th Year,59,58,48,80,49,Semester 2,2022-2023,2.31
141294,Male,22,Business,3rd Year,67,80,46,96,100,Semester 2,2022-2023,3.3
141295,Male,22,Electronics,4th Year,85,100,78,49,73,Semester 1,2024-2025,2.89
141296,Male,20,Civil,3rd Year,85,90,80,68,90,Semester 1,2022-2023,3.28
141297,Female,21,Civil,2nd Year,74,40,48,48,97,Semester 2,2024-2025,2.56
141298,Female,20,Mechanical,4th Year,76,62,43,65,62,Semester 2,2024-2025,2.32
141299,Male,18,Mechanical,2nd Year,54,42,97,90,47,Semester 1,2025-2026,2.78
141300,Female,20,Computer Science,4th Year,75,50,48,68,96,Semester 1,2024-2025,2.8
141301,Female,20,Computer Science,3rd Year,94,82,43,67,75,Semester 1,2024-2025,2.64
141302,Female,18,Civil,3rd Year,86,58,40,60,73,Semester 1,2024-2025,2.37
141303,Female,21,Computer Science,4th Year,99,59,49,89,64,Semester 2,2023-2024,2.63
141304,Male,22,Business,2nd Year,52,82,96,71,89,Semester 1,2022-2023,3.41
141305,Male,23,Computer Science,4th Year,79,58,42,90,76,Semester 2,2025-2026,2.73
141306,Male,18,Information Technology,4th Year,93,74,48,91,69,Semester 1,2025-2026,2.8
141307,Female,20,Computer Science,3rd Year,70,99,90,66,49,Semester 1,2024-2025,2.84
141308,Female,19,Civil,2nd Year,91,78,84,61,89,Semester 2,2024-2025,3.16
141309,Male,20,Mechanical,4th Year,51,62,100,90,69,Semester 1,2025-2026,3.24
141310,Male,23,Electronics,3rd Year,65,67,78,72,66,Semester 2,2025-2026,2.83
141311,Female,20,Mechanical,2nd Year,78,94,88,48,95,Semester 1,2022-2023,3.25
141312,Male,19,Civil,1st Year,55,70,86,51,93,Semester 1,2025-2026,3.09
141313,Female,23,Electronics,1st Year,77,78,86,97,61,Semester 1,2025-2026,3.15
141314,Male,20,Business,4th Year,61,83,85,49,52,Semester 1,2022-2023,2.57
141315,Male,19,Information Technology,3rd Year,79,45,67,72,98,Semester 2,2022-2023,3.03
141316,Female,24,Civil,1st Year,87,73,59,72,55,Semester 1,2024-2025,2.52
141317,Male,20,Civil,4th Year,68,88,70,74,41,Semester 1,2023-2024,2.54
141318,Male,21,Business,3rd Year,54,84,51,91,99,Semester 2,2023-2024,3.31
141319,Male,23,Civil,4th Year,99,52,99,61,75,Semester 1,2024-2025,2.96
141320,Male,22,Mechanical,4th Year,77,47,75,68,62,Semester 2,2023-2024,2.58
141321,Male,21,Business,4th Year,86,93,79,60,43,Semester 1,2025-2026,2.55
141322,Male,18,Electronics,3rd Year,77,46,82,59,63,Semester 2,2023-2024,2.57
141323,Female,18,Information Technology,2nd Year,51,99,88,99,96,Semester 2,2025-2026,3.81
141324,Female,20,Computer Science,4th Year,51,90,86,86,86,Semester 2,2022-2023,3.46
141325,Female,24,Electronics,3rd Year,50,91,54,61,57,Semester 2,2023-2024,2.49
141326,Female,18,Civil,1st Year,85,58,64,97,96,Semester 1,2025-2026,3.3
141327,Female,24,Civil,1st Year,89,46,72,93,45,Semester 1,2025-2026,2.56
141328,Male,18,Civil,2nd Year,68,55,43,43,98,Semester 1,2024-2025,2.56
141329,Male,24,Civil,2nd Year,94,51,45,50,64,Semester 2,2023-2024,2.15
141330,Female,20,Information Technology,2nd Year,99,61,46,69,63,Semester 1,2025-2026,2.4
141331,Male,20,Mechanical,4th Year,88,63,67,70,65,Semester 2,2022-2023,2.66
141332,Male,22,Electronics,1st Year,95,47,60,92,45,Semester 1,2025-2026,2.43
141333,Male,19,Information Technology,3rd Year,84,86,93,94,91,Semester 1,2025-2026,3.66
141334,Male,20,Information Technology,4th Year,93,79,66,40,75,Semester 2,2022-2023,2.58
141335,Male,24,Information Technology,1st Year,55,82,77,100,63,Semester 2,2022-2023,3.14
141336,Female,22,Information Technology,1st Year,77,78,48,63,96,Semester 1,2025-2026,2.92
141337,Female,21,Information Technology,2nd Year,82,51,96,76,41,Semester 2,2022-2023,2.6
141338,Male,18,Information Technology,4th Year,77,53,77,54,54,Semester 1,2023-2024,2.38
141339,Female,24,Information Technology,3rd Year,61,53,97,61,61,Semester 2,2023-2024,2.75
141340,Female,24,Mechanical,2nd Year,52,68,68,93,41,Semester 1,2025-2026,2.59
141341,Female,19,Mechanical,1st Year,99,88,86,54,65,Semester 2,2022-2023,2.84
141342,Female,24,Business,1st Year,86,66,63,87,96,Semester 2,2022-2023,3.24
141343,Male,24,Information Technology,4th Year,62,85,88,95,75,Semester 1,2025-2026,3.39
141344,Female,24,Civil,3rd Year,82,64,72,95,60,Semester 1,2022-2023,2.89
141345,Male,23,Computer Science,4th Year,100,67,55,68,58,Semester 1,2022-2023,2.44
141346,Female,21,Information Technology,3rd Year,65,69,87,82,45,Semester 1,2024-2025,2.73
141347,Female,20,Electronics,3rd Year,95,55,99,82,86,Semester 2,2023-2024,3.34
141348,Male,21,Electronics,1st Year,97,55,65,53,57,Semester 2,2025-2026,2.31
141349,Male,23,Information Technology,1st Year,64,49,78,49,80,Semester 1,2022-2023,2.68
141350,Female,22,Mechanical,2nd Year,88,48,86,94,94,Semester 2,2023-2024,3.4
141351,Female,20,Business,3rd Year,57,92,90,57,53,Semester 2,2022-2023,2.76
141352,Male,24,Electronics,4th Year,61,85,41,93,68,Semester 1,2022-2023,2.8
141353,Female,24,Mechanical,1st Year,69,94,75,98,63,Semester 2,2024-2025,3.18
